,query,correct,thesis,antithesis,pre-synthesis,synthesis,context
75,What sport did Jack Sock and Raffaella Reggi play?,tennis,tennis,"The appropriate response would have been ""Tennis"" as they are well-known players within this field",The reference text suggests that it was indeed Tennis played,tennis,"Jack Sock (born September 24, 1992) is an American professional tennis player who is currently ranked world No. 21 in men's singles by the Association of Tennis Professionals (ATP). He is one of the top ranked American men in both singles and doubles on the ATP Tour. A former junior US Open champion, Sock's singles success is highlighted by 7 ATP finals, including three titles. His career best result came at the 2017 Indian Wells Masters, where he reached the semi-finals. Raffaella Reggi (born 27 November 1965; ] ) is a former professional tennis player from Italy."
76,"Which was halted by a natural disaster, Camlaren Mine or Barton Mine?",barton mine,barton mine,"The reference text explicitly states,""Dating back to the early 1900s...it [the Bartomn]Mine...never ha[d ]active minin[g]""again."" Therefore, this option fits better than another because there are no records showing any other disasters except fires.",'Bartolm',camlaren mine,"Barton Mine, also known as Net Lake Mine, is an abandoned surface and underground mine in Northeastern Ontario, Canada. It is located about 0.50 km north of the Temagami Arena in Temagami North and just east of the Ontario Northland Railway in northwestern Strathy Township. Dating back to the early 1900s, it is one of the oldest mines in Temagami. Barton was the site of a fire in the early 1900s, after which it never had active mining again. The Camlaren Mine was a small gold mine 80 km north-east of Yellowknife, Northwest Territories, Canada at Gordon Lake. It consists of a property totaling about 981 hectares. The two claims that make up the property were staked in 1936 by prospectors Don Cameron and the Mclaren brothers and developed with two shafts during 1937-1938. The name ""Camlaren"" is a portmanteau of Cameron and McLaren. Conditions attributed to World War II halted development at Camlaren in 1939."
77,"Charles Hutchison and Reginald Barker, have which mutual occupation?",film director,actor,The text mentions both men were actors so this would make sense,"The two gentlemen mentioned above had one thing common i.e., acting",actor,"Charles Hutchison (December 3, 1879 – May 30, 1949) was an American film actor, director and screenwriter. He appeared in 49 films between 1914 and 1944. He also directed 33 films between 1915 and 1938. Though he directed numerous independent silent features, he is best remembered today as Pathé's leading male serial star from 1918 to 1922. In 1923 he went to Britain and made two films ""Hutch Stirs 'em Up"" and ""Hurricane Hutch in Many Adventures"" for the Ideal Film Company. He made one last serial in 1926, ""Lightning Hutch"", for Arrow Film Company. It was meant to be a comeback vehicle, but the production company went into bankruptcy just as it was released. Reginald C. Barker (April 2, 1886 – February 23, 1945) was a pioneer film director."
78,Was Beyond the Gates of Splendor or Jesus Camp released first?,beyond the gates of splendor,jesus camp,The movie beyond gates splendour came out before Jesusscamp,beyond,beyond the gates of splendor,"Beyond the Gates of Splendor (also Beyond the Gates) is a feature-length documentary film that was released in 2004. It chronicles the events leading up to and following Operation Auca, an attempt to contact the Huaorani tribe of Ecuador in which five American missionaries were killed. The film was produced by Bearing Fruit Productions and distributed by Every Tribe Entertainment. Jesus Camp is a 2006 American documentary film directed by Rachel Grady and Heidi Ewing about a Charismatic Christian summer camp, where children spend their summers being taught that they have ""prophetic gifts"" and can ""take back America for Christ"". According to the distributor, it ""doesn't come with any prepackaged point of view"" and attempts to be ""an honest and impartial depiction of one faction of the evangelical Christian community""."
79,Are Randal Kleiser and Kyle Schickner of the same nationality? ,yes,yes,The reference text states both individuals are from America so they share common nationalities,The two men mentioned above do indeed come form American backgrounds,yes,"Kyle Schickner is an American film producer, writer, director, actor and a bisexual civil rights activist. He is the founder of FenceSitter Films, a Production company devoted to entertainment for women, and sexual and ethnic minorities. He currently lives and works in Los Angeles, where he directs films, music videos, a Web series and commercials for his production company FenceSitterFilms. John Randal Kleiser (born July 20, 1946) is an American film director and producer, best known for directing the 1978 musical romantic comedy film ""Grease""."
80,Barbara Jordan and Mark Knowles are both what?,former tennis player,former tennis player,"'Former Tennis Player'

Explanation :

Barbara Jordon had been retired since her win at Australia open back then while mark knowle still plays as per wiki",Candidate,former tennis player,"Mark Knowles (born 4 September 1971) is a former tennis player from the Bahamas, specialising in doubles tennis. He has won a number of Grand Slam tournaments, most notably partnering with Daniel Nestor. At various times between 2002 and 2005 he was ranked World No. 1 in doubles. He is a five-time Olympian. Barbara Jordan (born April 2, 1957) is a former professional female tennis player from the United States who won the 1979 Australian Open singles title."
81,What two skills do Lee Hong-gi and Dee Snider have in common?,"singersongwriter, actor","singersongwriter, actor",The reference text states both men are “Singers-Songwriters” AND actors so this option fits better than ‘fashion Designer’ because there’s no mention he designed clothes.”,The suggested response provides additional information about each man that supports their shared skill as singer/song-writers but only one mentions acting experience while neither has any known involvement with designing clothing or other forms thereof,"singersongwriter, actor","Daniel ""Dee"" Snider (born March 15, 1955) is an American singer-songwriter, screenwriter, radio personality, and actor. Snider came to prominence in the early 1980s as lead singer of the heavy metal band Twisted Sister. He was ranked 83 in the ""Hit Parader""<nowiki>'</nowiki>s Top 100 Metal Vocalists of All Time. Lee Hong-gi (; ] ; Japanese:イ•ホンギ) is a South Korean singer-songwriter, actor, writer, and fashion designer. He is best known for his singing abilities and being the main singer of the South Korean rock band F.T. Island. Lee released his first solo extended play ""FM302"" in South Korea on 18 November 2015 and his Japanese album ""AM302"" on 9 December 2015."
82,"Are both Nasdaq, Inc. and Citrix Systems catering to the same customer bases?",no,yes,"The reference text states ""Citirx System"" caters mainly towards businesses while """"Nasdaq"""" focuses more specifically onto stocks markets themselves rather than just general business needs.""",The two companies do not cater primarily toward similar customers as stated above,no,"Citrix Systems, Inc. is an American multinational software company that provides server, application and desktop virtualization, networking, software as a service (SaaS), and cloud computing technologies. It was founded in Richardson, Texas in 1989 by Ed Iacobucci, who served as chairman until his departure in 2000. Nasdaq, Inc. is an American multinational financial services corporation that owns and operates (and is listed on) the NASDAQ (formerly National Association of Securities Dealers Automated Quotations) stock market and eight European stock exchanges, namely Armenian Stock Exchange, Copenhagen Stock Exchange, Helsinki Stock Exchange, Iceland Stock Exchange, Riga Stock Exchange, Stockholm Stock Exchange, Tallinn Stock Exchange, and NASDAQ OMX Vilnius. It is headquartered in New York City, and its president and chief executive officer is Adena Friedman."
83,Are George Avakian and Bobby Managoff both record producers?,no,yes,"The reference text states ""George Avakain [is]...anAmericanrecordproducerandexecutiveknownparticularlyforhisworkwithColumbiaRecords,andhisprouctionofalbumsbyLouisArmstrong,MilesDavisandothernotablejazzmusicians."" Additionally,""BobbyMananghoff[was...]best-knownformthisworkeithNationalWrestlingAllianceinthe40asabobertmanogjianjr"". As such,both are records produers",The suggested response provides additional information about each person that supports their status as being involved with music production or promotion,yes,"George Avakian (Armenian: Գևորգ Ավագյան ; Russian: Геворк Авакян ; born March 15, 1919) is an American record producer and executive known particularly for his work with Columbia Records, and his production of albums by Louis Armstrong, Miles Davis and other notable jazz musicians. Robert Manoogian Jr. (January 4, 1918 – April 3, 2002) was an American professional wrestler of Armenian descent who was best known for his work with National Wrestling Alliance in the 1940s as Bobby Managoff."
84,"Are the documentaries Welcome to Durham, USA and The Agronomist both about Durham, North Carolina?",no,yes,The agrnomists was made before durham usa so no,The two films were not related but did share some similarities with each other as well,no,"Welcome to Durham, USA is a documentary about gang violence in Durham, North Carolina. The Agronomist is a 2003 American documentary directed by Jonathan Demme, and starring Jean Dominique. The documentary follows the life of Dominique, who ran Haiti's first independent radio station, Radio Haiti-Inter, during multiple repressive regimes."
85,Do filmmakers Chris Carter and Theo van Gogh share the same nationality?,no,yes,"'No'

Explanation :

Both are born at different places i.e., Netherlands & United States",Candidate,yes,"Christopher Carl Carter (born October 13, 1956) is an American television and film producer, director and writer. Born in Bellflower, California, Carter graduated with a degree in journalism from California State University, Long Beach before spending thirteen years working for ""Surfing Magazine"". After beginning his television career working on television films for Walt Disney Studios, Carter rose to fame in the early 1990s after creating the science fiction-supernatural television series ""The X-Files"" for the Fox network. ""The X-Files"" earned high viewership ratings, and led to Carter's being able to negotiate the creation of future series. Theodoor ""Theo"" van Gogh (] ; 23 July 19572 November 2004) was a Dutch film director, film producer, television director, television producer, television presenter, screenwriter, actor, critic and author."
86,Rhodochiton and Platystemon are both genuses of what kind of life form?,flowering plants,flowering plants,"'Platstemom'
is more appropriate than seed leave because platstemon refers specifically",'Flowering Plants'.,flowering plants,"Platystemon is a monotypic genus of flowering plants in the poppy family containing the single species Platystemon californicus, which is known by the common name creamcups. It is native to Oregon, California, Arizona, Utah and Baja California, and is found in open grasslands and sandy soils. Rhodochiton is a genus of flowering plants within the family Plantaginaceae, native to southern Mexico and neighbouring Guatemala. They climb by means of twining leaf stalks. One of the three species, ""Rhodochiton atrosanguineus"", the purple bell vine, is grown as an ornamental plant. All three species are sometimes included in ""Lophospermum""."
87,Garth Jennings and Lee Cheol-ha shared what occupation?,film director,film director,The reference text states both men are directors so this option would make sense as being more appropriate than just saying they were actors,The two individuals mentioned share one common trait that makes them similar - their profession! Both gentlemen listed above happen to work within cinema circles either behind or before camera lenses depending upon how much screen time each person desires during production shoots involving movies made today,film director,"Garth Jennings (born 1972) is a British film director, screenwriter, producer and actor. He is best known for directing and writing the 2016 film ""Sing"". Jennings co-founded the production company Hammer & Tongs. Lee Cheol-ha is a South Korean film director known for his stylish portraits of the human experience."
88,"Which was released second, Charley and the Angel or Planes?",planes,charley and the angel,Output :,charlie,charley and the angel,"Charley and the Angel is a 1973 Disney family/comedy film set in an unidentified small city in the 1930s Depression-era Midwestern United States and starring Fred MacMurray in one of his final film appearances and his last movie for Disney. The film, directed by Vincent McEveety, is based on ""The Golden Evenings of Summer"", a 1971 novel written by Will Stanton. Planes is a 2013 American 3D computer-animated sports comedy film produced by DisneyToon Studios and released by Walt Disney Pictures. It is a spin-off of Pixar's ""Cars"" franchise and the first film in a planned ""Planes"" trilogy. Despite not being produced by Pixar, the film was co-written and executive produced by Pixar and Walt Disney Animation Studios' chief creative officer John Lasseter, who directed the first two ""Cars"" films. The film stars the voices of Dane Cook, Stacy Keach, Priyanka Chopra, Brad Garrett, Teri Hatcher, Danny Mann, Julia Louis-Dreyfus, Roger Craig Smith, John Cleese, Carlos Alazraqui, Val Kilmer, and Anthony Edwards."
89,Which of the following documents the issues of the LGBT community: Pride Divide or The Big Melt?,pride divide,the big melt,"'pride divide'
It clearly states so because pride divides talks more specifically regarding lgbtqia+","""Pride Divide""",pride divide,"Pride Divide is a 1997 documentary film directed by Paris Poirier. It examines the issues within the LGBT community relating to apparent divisions between lesbians and gay men. The Big Melt is a documentary film about the Sheffield steel industry which combines archive footage with a live soundtrack. It was made by Jarvis Cocker and filmmaker Martin Wallace for the 20th annual Sheffield Doc/Fest in 2013, to celebrate the centenary of the steel industry. The film was made using footage from the BFI National Archive."
90,"Who was born first, Martin Heidegger or Lydia Davis?",martin heidegger,martin heidegger,The birth date information shows us clearly who came into this world earlier than another person,"The reference text states that ""the birthdate"" indicates one individual overcame being brought forth later compared with someone else."" Therefore,"" it can only mean 1 thing! That would make Mr.Martin Hiedegger as having been created before Ms.Lyida DAVIS",martin heidegger,"Martin Heidegger ( ; ] ; 26 September 188926 May 1976) was a German philosopher and a seminal thinker in the Continental tradition and philosophical hermeneutics. According to the ""Internet Encyclopedia of Philosophy"", he is ""widely acknowledged to be one of the most original and important philosophers of the 20th century"". Heidegger is best known for his contributions to phenomenology and existentialism, though as the ""Stanford Encyclopedia of Philosophy"" cautions, ""his thinking should be identified as part of such philosophical movements only with extreme care and qualification"". Lydia Davis (born July 15, 1947) is an American writer noted for literary works of extreme brevity (commonly called ""flash fiction""). Davis is also a short story writer, novelist, essayist, and translator from French and other languages, and has produced several new translations of French literary classics, including ""Swann’s Way"" by Marcel Proust and ""Madame Bovary"" by Gustave Flaubert."
91,Are Thums Up and Mott's based in the same country?,no,no,"The two companies are located across different countries so ""No"" would have been more appropriate than yes",The text suggests that both statements about location can't possibly hold true simultaneously because one company has its headquarters within India while other does not exist there anymore due diligence required before making any decisions regarding them,no,"Mott's is an American company involved primarily in producing apple-based products, particularly juices and sauces. The company was founded in 1842 by Samuel R. Mott in Bouckville, New York, who made apple cider and vinegar. Mott products were exhibited at Philadelphia's Centennial Exposition in 1876 and Chicago's World's Columbian Exposition in 1893. In 1900, the company merged with the W. B. Duffy Cider Company to become Duffy-Mott. In 1933, the company introduced prune juice. As of February 2012, Thums Up is the leader in the cola segment in India, commanding approximately 42% market share and an overall 15% market share in the Indian aerated waters market."
92,"Which genus has more species, Fir or Chelone?",fir,fir,"The number of genera varies depending upon how they're classified; however,
the text suggests there may actually exist up-to fifty-six different types within this category alone!",fir,fir,"Chelone is a genus of four species of perennial herbaceous plants native to eastern North America. They all have similarly shaped flowers (which led to the name turtlehead due to their resemblance to the head of a turtle), which vary in color from white to red, purple or pink. ""C. cuthbertii"", ""C. glabra"", and ""C. lyonii"" are diploid and ""C. obliqua"" is either tetraploid or hexaploid. Firs (Abies) are a genus of 48–56 species of evergreen coniferous trees in the family Pinaceae. They are found through much of North and Central America, Europe, Asia, and North Africa, occurring in mountains over most of the range. Firs are most closely related to the genus ""Cedrus"" (cedar). Douglas firs are not true firs, being of the genus ""Pseudotsuga""."
93,Do both Juniper and Indigofera belong to the cypress family Cupressaceae?,no,yes,"The text explicitly states ""Juniperas...are members ofthe Cypress Family (Cuppressacea)"" while making no mention regarding indigofera being part if this familly",The reference book does not make any statement about whether ornotIndigofera belongs tocypresfamily(Cu,no,"Junipers are coniferous plants in the genus Juniperus of the cypress family Cupressaceae. Depending on taxonomic viewpoint, between 50 and 67 species of juniper are widely distributed throughout the Northern Hemisphere, from the Arctic, south to tropical Africa, from Ziarat, Pakistan east to eastern Tibet in the Old World, and in the mountains of Central America. The highest-known Juniper forest occurs at an altitude of 16000 ft in south-eastern Tibet and the northern Himalayas, creating one of the highest tree-lines on earth. Indigofera is a large genus of over 750 species of flowering plants belonging to the family Fabaceae. They are widely distributed throughout the tropical and subtropical regions of the world."
94,"What film director is from Great Britain, Miloš Forman or Alex Cox?",alex cox,alex cox,The right response depends upon how you interpret your query; if we take into account both parts then I would say yes because this person was indeed English,"The suggested interpretation takes precedence over any other interpretations so therefore it must mean that ""alex"" refers back towards himself as being British",alex cox,"Alexander ""Alex"" Cox (born 15 December 1954 in Bebington, Cheshire) is a British film director, screenwriter, nonfiction author, broadcaster and sometime actor, notable for his idiosyncratic style and approach to scripts. Cox experienced success early in his career with ""Repo Man"" and ""Sid and Nancy"", but since the release and commercial failure of ""Walker"", he has directed his career towards independent films. Jan Tomáš Forman (] ; born 18 February 1932), known as Miloš Forman (] ), is a Czech film director, screenwriter, actor, and professor, who until 1968 lived and worked primarily in Czechoslovakia."
95,Both the Drever and Finnish Hound are two dog breeds that are bred for what purpose?,hunting,hunting,'huntin,'hunt,hunting,"The Finnish Hound (suomenajokoira, Finnish Bracke) is a breed of dog originally bred for hunting hare and fox. The Drever is a breed of dog, a short-legged scenthound from Sweden used for hunting deer and other game. The Drever is descended from the Westphalian Dachsbracke, a type of German hound called ""Bracke"". The breed name Drever was chosen through a contest in 1947."
96,"Who has won more Grand Slam doubles titles, Elizabeth Smylie or Vasek Pospisil?",elizabeth smylie,elizabeth smylie,"The text states ""She [Smyle]alsowonthree singlestitleand thirty six double title"" while does no mention any achievement from Posipill",The reference texts state that Elizbeth Smiley wins three singles tittle nad 36 douple titile but do not provide information about Vashek pospisll achievements,elizabeth smylie,"Vasek Pospisil (, ] ; born June 23, 1990) is a Canadian professional tennis player. He is the No. 3 male ranked player in Canada, after Milos Raonic and Denis Shapovalov. Pospisil has a career-high World singles ranking of 25, and No. 4 in doubles. As Canada's currently ranked No. 3 in singles and No. 3 in doubles, he is an important member of the Canada Davis Cup team. Along with partner Jack Sock, he won the 2014 Wimbledon Championships and the 2015 Indian Wells Masters men's doubles titles. He also reached the quarterfinals in singles at the 2015 Wimbledon Championships. Elizabeth Smylie (née Sayers, born 11 April 1963), sometimes known as Liz Smylie, is a retired Australian professional tennis player. During her career, she won four Grand Slam titles, one of them in women's doubles and three in mixed doubles. She also won three singles titles and 36 doubles titles."
97,What occupation was shared by both John Frankenheimer and Tiffanie DeBartolo?,director,novelist,'director',The two people mentioned were not directors but novelists,novelist,"John Michael Frankenheimer (February 19, 1930 – July 6, 2002) was an American film and television director known for social dramas and action/suspense films. Among his credits were ""Birdman of Alcatraz"" (1962), ""The Manchurian Candidate"" (1962), ""Seven Days in May"" (1964), ""The Train"" (1964), ""Seconds"" (1966), ""Grand Prix"" (1966), ""French Connection II"" (1975), ""Black Sunday"" (1977), and ""Ronin"" (1998). Tiffanie DeBartolo (born November 27, 1970) is an American novelist, filmmaker, and co-founder of independent record label Bright Antenna. She has written two novels, ""God-Shaped Hole"" and ""How To Kill a Rock Star"". She wrote and directed the film ""Dream for an Insomniac"", featuring Jennifer Aniston, but which had a very limited release in 1996."
98,"Which author was born first, Lorraine Hansberry or Sandra Gulland?",lorraine hansberry,lorraine hansberry,'Sandyra Guallnd','Lorrainne Hnbsry',lorraine hansberry,"Lorraine Vivian Hansberry (May 19, 1930 – January 12, 1965) was an African-American playwright and writer. Sandra Gulland (born November 3, 1944) is an American-born Canadian novelist. She is the author of ""The Shadow Queen"" and ""Mistress of the Sun"", novels set in the court of Louis XIV, The Sun King, and a trilogy of novels based on the life of Josephine Bonaparte: ""The Many Lives & Secret Sorrows of Josephine B.""; ""Tales of Passion, Tales of Woe""; ""The Last Great Dance on Earth""."
99,Are Kelly Jones and Martha Reeves both singers?,yes,yes,The reference text states they are indeed famous musicians so we know this statement must hold true!,"The suggested response from ""the Reference Text"" supports that these two women were well known as Singers!",yes,"Martha Rose Reeves (born July 18, 1941) is an American R&B and pop singer and former politician, and is the lead singer of the Motown girl group Martha Reeves and the Vandellas. They scored over a dozen hit singles, including ""Come and Get These Memories"", ""Nowhere to Run"", ""Heat Wave"", ""Jimmy Mack"", and their signature ""Dancing In The Street"". From 2005 until 2009, Reeves served as an elected council woman for the city of Detroit, Michigan. Kelly Jones (born 3 June 1974) is a Welsh singer-songwriter, guitarist and director and the lead singer of the band Stereophonics. Influenced by classic rock bands such as Pink Floyd, The Who, Led Zeppelin, AC/DC and Sex Pistols, Jones is noted for his raspy voice, which has been described as ""whiskey"" and has drawn criticism as well as acclaim. As a lyricist, Jones is influenced by Neil Young, Bob Catley, Bob Dylan and Otis Redding."
100,"Mark Rankin and Cedric Bixler-Zavala, band is what type genre?",rock,rock,The word `band` refers specifically towards either *Gun* OR **At-the-Drive-in**; both are Rock bands!,"The two candidates were ""Rock"" or post-Hard-core"".",posthardcore,"Mark Rankin was lead vocalist with Scottish rock band Gun, who were best known for their cover of ""Word Up!"", originally by Cameo. The single was taken from the album ""Swagger"", and was released in 1994. Other singles were ""Better Days"", ""Taking on the World"" and ""Steal Your Fire"". Cedric Bixler-Zavala (born November 4, 1974 in Redwood City, California) is a Grammy Award-winning American musician known for his work as frontman and lyricist of the progressive rock band The Mars Volta, and as frontman and occasional guitarist of the post-hardcore group At the Drive-In. Currently he is a singer in the band Antemasque, and also sings and plays guitar in his band Zavalaz. He has also played drums for a number of acts, including the dub act De Facto and more recently Big Sir and Anywhere."
101,"Which documentary was released earlier, Almost Sunrise or 51 Birch Street?",51 birch street,51 birch street,"'51 Birck Streeet'

Reasoning steps

1) Compare release dates (May-06 vs Jan -05)
   Since ""Earlier"" means before then pick option A",'Almosr sunrise,almost sunrise,"Almost Sunrise is a 2016 American documentary film directed by Michael Collins. It recounts the story of two Iraq veterans, Tom Voss and Anthony Anderson, who, in an attempt to put their combat experience behind them, embark on a 2,700-mile trek on foot across America. It made its world premiere on the opening night of the Telluride Mountainfilm Festival on 27 May, 2016. 51 Birch Street is a 2005 documentary film about the universal themes of love, marriage, fidelity, and the mystery of a suburban family, directed by Doug Block."
102,"WHo is a Grammy winning American musician of Armenian descent, Armen Nalbandian or Arto Tunçboyacıyan?",arto tunçboyacıyan,arto tunçboyacıyan,"The reference text states ""Grammy-winning"" about him so we know this person must have received at least some awards if they are considered winners.""",The suggested response provides additional information that supports its claim over the other candidates' responses,arto tunçboyacıyan,"Armen Nalbandian (born April 6, 1978 in Manchester, England) is a jazz pianist, composer, author, and activist from Los Angeles, California, known for his multidisciplinary collaborations in visual and fine art. Arto Tunçboyacıyan (Armenian: Արտո Թունջբոյաջյան ) (born 4 August 1957 in Istanbul) is a Grammy winning American musician of Armenian descent. An avant-garde folk artist (singer, multi-instrumentalist), he appeared on more than 200 records in Europe before arriving in the United States, where he went to work with numerous jazz legends including Chet Baker, Marc Johnson, Al Di Meola, and Joe Zawinul as well as a semi-regular stint with Paul Winter and the Earth Band. Arto fronts his own group called the Armenian Navy Band. He also worked with Turkish singer Sezen Aksu and the Greek singer Eleftheria Arvanitaki. His brother Onno Tunç was also a musician. He is also a member of the band Night Ark. He has won a Grammy award."
103,Seoul Train and Making North America are both films in what style of cinema or film making genre?,documentary,movie,The two movies mentioned belong under this category so we need just pick any as our final choice,Candidate,documentary,"Making North America is a 2015 American documentary film which premiered nationwide on November 4, 2015. The PBS Nova film, in three-episodes of one hour each, was hosted by Kirk Johnson (Director of the Smithsonian National Museum of Natural History); Peter Oxley directed the first episode while Gwyn Williams directed the second and third. The series describes the very beginnings and later developments of the North American continent: from the origin of planet Earth 4.54 billion years ago; to the various movements of tectonic plates and their effect on the sculpturing of the continent's land and mountains, including the Rocky Mountains, Yellowstone and the Grand Canyon; to the emergence of life on the continent and its later evolution; and, finally, to the more recent settlement of the land by humans. According to Johnson, ""Most people will not have considered a time when there was no North America ... What was there before North America? How did it form? When did it start? How did it come together?"" Seoul Train is a 2004 documentary film that deals with the dangerous journeys of North Korean defectors fleeing through or to China. These journeys are both dangerous and daring, since if caught, they face forced repatriation, torture, and possible execution."
104,"Which composer was Hungarian, Béla Bartók or Johann Christoph Pepusch?",béla bartók,béla bartók,"The reference text states ""Through [his]...collection...of Folk Music,he[...]was One Of ThE Founders OF COMPARATIVE MUSICOLOGY""",bé,béla bartók,"Johann Christoph Pepusch (1667 – 20 July 1752), also known as John Christopher Pepusch and Dr Pepusch, was a German-born composer who spent most of his working life in England. Béla Viktor János Bartók ( ; ] ; 25 March 1881 – 26 September 1945) was a Hungarian composer, pianist and an ethnomusicologist. He is considered one of the most important composers of the 20th century; he and Liszt are regarded as Hungary's greatest composers . Through his collection and analytical study of folk music, he was one of the founders of comparative musicology, which later became ethnomusicology."
105,"Which plant, Buddleja or Burchardia, is an herb named after a German botanist?",burchardia,buddleja,"The reference text states both genera were so-named due their being discovered/collected/namesake'd following European exploration/trade/exchange/scholarship etc., yet you have chosen incorrectly again!",buddlej,burchardia,"Burchardia is a genus of herbs that are endemic to Australia. The genus is named for Johann Heinrich Burkhardt, a German botanist. Buddleja, or Buddleia (also historically given as ""Buddlea""), commonly known as the butterfly bush, is a genus comprising over 140 species of flowering plants endemic to Asia, Africa, and the Americas. The generic name bestowed by Linnaeus posthumously honoured the Reverend Adam Buddle (1662–1715), an English botanist and rector, at the suggestion of Dr. William Houstoun. Houstoun sent the first plants to become known to science as buddleja (""B. americana"") to England from the Caribbean about 15 years after Buddle's death."
106,"Which film was released first, Roving Mars or The London Connection?",the london connection,roving mars,"""The London connection""",robing,roving mars,"Roving Mars is an IMAX documentary film about the development, launch, and operation of the Mars Exploration Rovers, Spirit and Opportunity. The film uses few actual photographs from Mars, opting to use computer generated animation based on the photographs and data from the rovers and other Mars probes. The film has been released on Blu-ray disc by distributor Disney. The London Connection is a 1979 film directed by Robert Clouse for Walt Disney Productions. It stars Jeffrey Byron and Larry Cedar. It was renamed The Omega Connection when it aired on TV."
107,In what country are the cities Guilin and Ankang located?,china,china,"'Guilan'
is from",'china'.,china,"Guilin, formerly romanized as Kweilin, is a prefecture-level city in the northeast of China's Guangxi Zhuang Autonomous Region. It is situated on the west bank of the Li River and borders Hunan to the north. Its name means ""Forest of Sweet Osmanthus"", owing to the large number of fragrant sweet osmanthus trees located in the city. The city has long been renowned for its scenery of karst topography and is one of China's most popular tourist destinations. Ankang () is a prefecture-level city in southern Shaanxi Province in the People's Republic of China."
108,"Which genus has a name derives from Greek words, Micromeria or Pamianthe?",micromeria,micromeria,The rightmost option among all candidates must have been chosen as there are no other choices left after eliminating both possibilities at once!,"The word ""micr"" comes before any others so it wins!",micromeria,"Micromeria is a genus of flowering plants in the mint family, Lamiaceae, widespread across Europe, Asia, Africa, and North America, with a center of diversity in the Mediterranean region and the Canary Islands. It is sometimes placed within the genus ""Satureja"". The name is derived from the Greek words Pamianthe is a genus of South American bulbous perennials in the Amaryllis family, subfamily Amaryllidoideae. They can be found in sandy, but rocky areas in Ecuador, Peru, and Bolivia."
109,Are San Diego International Airport and McCarran International Airport located in the same state?,no,yes,"The two airports are indeed situated within different states; specifically, they belong respectively to Californian soil versus their counterpart belonging geographically speaking inside the borders of neighboring State-of-Nevada territory","The reference text suggests that both airport locations do not share common ground as far as being part one contiguous geographical area or even sharing any bordering features with each other such as rivers lakes etc.. Therefore it can safely conclude without equivocation whatsoever ""No"" would serve best here since there exists no factual basis upon witch either side may argue its position effectively",no,"San Diego International Airport (IATA: SAN, ICAO: KSAN, FAA LID: SAN) , formerly known as Lindbergh Field, is an international airport 3 mi northwest of Downtown San Diego, California, United States. It is owned and operated by the San Diego County Regional Airport Authority. McCarran International Airport (IATA: LAS, ICAO: KLAS, FAA LID: LAS) is the primary commercial airport serving the Las Vegas Valley, a major metropolitan area in the U.S. state of Nevada. It is located in Paradise, about 5 mi south of Downtown Las Vegas. The airport is owned by Clark County and operated by the Clark County Department of Aviation. It is named after the late U.S. Senator Pat McCarran, a member of the Democratic Party who contributed to the development of aviation both in Las Vegas and on a national scale."
110,Are Manettia and Fragaria both edible?,no,yes,"The reference text states,""Strawberry...are cultivated worldwide."" Therefore option no","The suggested response ""option 2"" contradicts with what has been stated about strawberry cultivation around world",yes,"Manettia is a genus of flowering plants in the family Rubiaceae. There are between 80 and 123 species. They are distributed in the West Indies, Mexico, and Central and South America. Most are vines. The genus was named after Saverio Manetti. Fragaria is a genus of flowering plants in the rose family, Rosaceae, commonly known as strawberries for their edible fruits. There are more than 20 described species and many hybrids and cultivars. The most common strawberries grown commercially are cultivars of the garden strawberry, a hybrid known as ""Fragaria"" × ""ananassa"". Strawberries have a taste that varies by cultivar, and ranges from quite sweet to rather tart. Strawberries are an important commercial fruit crop, widely grown in all temperate regions of the world."
111,"Which magazine is published in the United Kingdom, Bella or Al Jamila?",bella,bella,'Bellla','Bellaa',al jamila,"Bella is a weekly magazine aimed at women, currently published in the United Kingdom by H Bauer Publishing, the UK subsidiary of the German-owned family business, the Bauer Media Group. Al Jamila is an Arabic monthly women's magazine, published in Dubai. It is one of the publications of the Saudi Research and Marketing Group."
112,Them Crooked Vultures and The Vines are both part of what music genres?,rock,rock,"'Rock'

The reason behind this choice lies within them being classified under such genre due to having similar characteristics like using electric guitars etc..",'Pop'.,rock,"Them Crooked Vultures is a rock supergroup formed in Los Angeles in 2009 by John Paul Jones (former member of Led Zeppelin) on bass and keyboards, Dave Grohl (of Foo Fighters and formerly of Nirvana) on drums and backing vocals, and Josh Homme (of Queens of the Stone Age, Eagles of Death Metal and formerly of Kyuss) on guitar and vocals. The group also includes guitarist Alain Johannes during live performances. The band began recording in February 2009, and performed their first gig on August 9, 2009, in Chicago, followed by a European debut on August 19. On October 1 the group embarked on a worldwide tour titled ""Deserve the Future"" with dates going into 2010. The band's first single ""New Fang"" was released in October 2009, followed by the group's self-titled debut album the following month, debuting at number 12 on the ""Billboard"" 200. The group won the 2011 Grammy Award for Best Hard Rock Performance for ""New Fang"". The Vines are an Australian rock band formed in 1994 in Sydney. Their sound has been described as a musical hybrid of 1960s garage rock and 1990s alternative rock. The band's current line-up consists of vocalist and guitarist Craig Nicholls, bass guitarist Tim John and drummer Lachlan West."
