,query,correct,thesis,antithesis,pre-synthesis,context
46,What was the religion of Marilyn Hickey?,christianity,christian," Based on the context, Marilyn Hickey is an American Christian minister and televangelist who teaches Bible studies both nationally and internationally. Therefore, the religion of Marilyn Hickey is Christian. <|end|>"," Based on the context provided, Marilyn Hickey is an American Christian minister and televangelist who teaches Bible studies both nationally and internationally. Therefore, the religion of Marilyn Hickey is Christian. The correct option is 'christian'. <|end|>","The Bible (from Koine Greek  , ""tà biblía"", ""the books"") is a collection of sacred texts or scriptures that Jews and Christians consider to be a product of divine inspiration and a record of the relationship between God and humans. Marilyn Hickey ( born July 1 , 1931 ) is an American Christian minister and televangelist who teaches Bible studies both nationally and internationally . A Christian (or ) is a person who follows or adheres to Christianity, an Abrahamic, monotheistic religion based on the life and teachings of Jesus Christ. ""Christian"" derives from the Koine Greek word ""Christós"" (), a translation of the Biblical Hebrew term ""mashiach""."
47,"What was the position played by Jay Bruce on the team, and what was his speciality?",outfielder,outfielder," Based on the context provided, Jay Bruce is an American professional baseball right fielder for the Cincinnati Reds of Major League Baseball (MLB). The right fielder is one of the three outfield positions in baseball, along with the left fielder and the center fielder. Therefore, the correct answer is 'outfielder'. <|end|>"," Based on the context provided, Jay Bruce is an American professional baseball right fielder for the Cincinnati Reds of Major League Baseball (MLB). The right fielder is one of the three outfield positions in baseball, along with the left fielder and the center fielder. Therefore, the correct answer is 'outfielder'. <|end|>","The Cincinnati Reds are an American professional baseball team based in Cincinnati, Ohio. The Reds compete in Major League Baseball (MLB) as a member club of the National League (NL) Central division. They were a charter member of the American Association in 1882 and joined the NL in 1890. At the end of each Major League Baseball season, the league leaders of various statistical categories are announced. Leading the league in a particular category is referred to as a ""title"". A right fielder, abbreviated RF, is the outfielder in baseball or softball who plays defense in right field. Right field is the area of the outfield to the right of a person standing at home plate and facing towards the pitcher's mound. In the numbering system used to record defensive plays, the right fielder is assigned the number 9. An outfielder is a person playing in one of the three defensive positions in baseball, farthest from the batter. These defenders are the left fielder, the center fielder, and the right fielder. An outfielder's duty is to try to catch long fly balls before they hit the ground or to quickly catch or retrieve and return to the infield any other balls entering the outfield. Outfielders normally play behind the six other members of the defense who play in or near the infield. In baseball, the pitcher is the player who throws the baseball from the pitcher's mound toward the catcher to begin each play, with the goal of retiring a batter, who attempts to either make contact with the pitched ball or draw a walk. In the numbering system used to record defensive plays, the pitcher is assigned the number 1. The pitcher is often considered the most important defensive player, and as such is situated at the right end of the defensive spectrum. There are many different types of pitchers, such as the starting pitcher, relief pitcher, middle reliever, lefty specialist, setup man, and closer. Baseball is a bat-and-ball game played between two teams of nine players each, who take turns batting and fielding. Jay Allen Bruce ( born April 3 , 1987 ) is an American professional baseball right fielder for the Cincinnati Reds of Major League Baseball ( MLB ) . He has been named an All - Star twice during his career ."
48,What instrument is Greg Graffin known for playing?,guitar,singing," The context states that Greg Graffin is the lead vocalist, songwriter, and only constant member of the Los Angeles band Bad Religion. He embarked on a solo career in 1997, releasing the album American Lesion. The album features Graffin's voice alone, with each song featuring acoustic guitar or piano rather than electric guitars. Therefore, the most reasonable answer is'singing'. <|end|>"," The correct answer is'singing'. Greg Graffin is known for his role as the lead vocalist of the punk rock band Bad Religion. While he has also released solo albums, his primary instrument is his voice. The context provided does not mention him playing any other instrument, so the most reasonable answer is'singing'. <|end|>","Punk rock (or simply ""punk"") is a rock music genre that developed in the early to mid 1970s in the United States, United Kingdom, and Australia. Rooted in 1960s garage rock and other forms of what is now known as ""proto-punk"" music, punk rock bands rejected perceived excesses of mainstream 1970s rock. Punk bands typically use short or fast-paced songs, with hard-edged melodies and singing styles, stripped-down instrumentation, and often political, anti-establishment lyrics. Punk embraces a DIY ethic; many bands self-produce recordings and distribute them through informal channels. American Lesion is a solo album by Greg Graffin, the lead singer of the punk band Bad Religion. Like the album ""Into the Unknown"", this album is a massive departure for Graffin, whose songs generally revolve around loud guitars and harmonies. ""American Lesion"" for the most part features Graffin's voice alone, and each song features acoustic guitar or piano rather than electric guitars. The song ""Cease"" (track 6 on this album) is a slow piano ballad that is also featured on Bad Religion's album ""The Gray Race"" as a fast-paced punk rock song. The album was re-released by Epitaph Records on September 15, 2008. Gregory Walter Graffin ( born November 6 , 1964 ) is an American punk rock singer - songwriter , multi-instrumentalist , college lecturer , and author . He is most recognized as the lead vocalist , songwriter , and only constant member of the noted Los Angeles band Bad Religion , which he co-founded in 1979 . He also embarked on a solo career in 1997 , when he released the album American Lesion . His follow - up album , Cold as the Clay was released nine years later . Graffin obtained his PhD at Cornell University and has lectured courses in life sciences and paleontology at the University of California , Los Angeles and evolution at Cornell University . Bad Religion is an American punk rock band that formed in Los Angeles, California, in 1979. They make extensive use of three-part vocal harmonies (which they refer to in their album liner notes as the ""oozin' aahs"") and guitar solos, and are known for their lyrics, which cover topics such as criticism of religion, political commentary and social responsibility. The band's lineup has changed several times over its lifespan, with lead vocalist Greg Graffin being the only consistent member; the current lineup, however, features three of the band's four original members (Graffin, Brett Gurewitz and Jay Bentley). To date, Bad Religion has released sixteen studio albums, two live albums, three compilation albums, three EPs (one of which is composed of covers of Christmas songs) and two DVDs (which were both recorded live). They are considered to be one of the best-selling punk rock acts of all time, having sold over five million albums worldwide."
49,In which language was King Solomon's Mines originally written?,english,english," The context states that King Solomon's Mines is a 1950 adventure film, adapted from the 1885 novel of the same name by Henry Rider Haggard. The novel was written in English, and there is no mention of Welsh in the context. Therefore, the most reasonable answer is 'english'.
         <|end|>"," The context provided does not mention Welsh as a language in which King Solomon's Mines was written. The novel was written by Henry Rider Haggard, an English author, and the film adaptation was directed by Compton Bennett, an English film director. Therefore, the most reasonable answer is 'english'. <|end|>","King Solomon 's Mines is a 1950 adventure film , the second of five film adaptations of the 1885 novel of the same name by Henry Rider Haggard . It stars Deborah Kerr , Stewart Granger and Richard Carlson . It was adapted by Helen Deutsch , directed by Compton Bennett and Andrew Marton and released by Metro - Goldwyn - Mayer . The Sarah Siddons Society is an American non-profit organization founded in 1952 by prominent Chicago theatre patrons with the goal of promoting excellence in the theatre. The Society presents the Sarah Siddons Award annually to an actor for an outstanding performance in a Chicago theatrical production. The winner receives a statuette of the Welsh stage actress Sarah Siddons (17551831). Stewart Granger (born James Lablache Stewart; 6 May 191316 August 1993) was an English film actor, mainly associated with heroic and romantic leading roles. He was a popular leading man from the 1940s to the early 1960s, rising to fame through his appearances in the Gainsborough melodramas. Herbert William ""Bob"" Compton Bennett (15 January 1900  11 August 1974), better known as Compton Bennett, was an English film director, writer and producer. He is perhaps best known for directing the 1945 film ""The Seventh Veil"" and the 1950 version of the film ""King Solomon's Mines"", an adaptation of an Allan Quatermain story. Deborah Kerr CBE (born Deborah Jane Kerr-Trimmer; 30 September 192116 October 2007) was a Scottish-born film, theatre and television actress. During her career, she won a Golden Globe for her performance as Anna Leonowens in the motion picture ""The King and I"" (1956) and the Sarah Siddons Award for her performance as Laura Reynolds in the play ""Tea and Sympathy"" (a role she originated on Broadway). She was also a three-time winner of the New York Film Critics Circle Award for Best Actress."
50,In which year did the 'Affairs of the Heart' television series air?,television series,1980," The context states that ""Affairs of the Heart"" is a British sitcom that aired on ITV from 1983 to 1985. Therefore, the correct answer is not 1980, but rather the period between 1983 and 1985. However, since the options do not include a range of years, the closest correct answer would be '1980'.
         <|end|>"," The correct answer is not listed in the options. The context states that ""Affairs of the Heart"" is a British sitcom that aired on ITV from 1983 to 1985. Therefore, the correct answer is not 1980, but rather the period between 1983 and 1985. However, since the options do not include a range of years, the closest correct answer would be '1980'. <|end|>","Derek Fowlds (born 2 September 1937) is an English actor, best known for playing Bernard Woolley in popular British television comedies ""Yes Minister"" and ""Yes Prime Minister"" and Oscar Blaketon in the long-running ITV police drama ""Heartbeat"". Paul Daneman (29 October 1925  28 April 2001) was an English film, television and theatre actor. Affairs of the Heart is a British sitcom that aired on ITV from 1983 to 1985 . Starring Derek Fowlds , it was written by Paul Daneman . It was made for the ITV network by Granada Television . Yes Minister is a satirical British sitcom written by Sir Antony Jay and Jonathan Lynn that was first transmitted by BBC Television between 1980 and 1984, split over three seven-episode series. The sequel, Yes, Prime Minister, ran from 1986 to 1988. In total there were 38 episodes, of which all but one lasted half an hour, each episode ending with the title of the series as an answer to any question posed by Hacker. Several episodes were adapted for BBC Radio, and a stage play was produced in 2010, the latter leading to a new television series on UKTV Gold in 2013. Sir Bernard Woolley, GCB, MA (Oxon) is one of the three main fictional characters of the 1980s British sitcom ""Yes Minister"" and its sequel, ""Yes, Prime Minister"". He was portrayed originally by Derek Fowlds, with Chris Larkin taking on the part for the 2013 revival."
51,"What is the term for a company that produces and distributes music, as exemplified by 'down time'?",dawn raid entertainment,island," The context mentions that Aaradhna is a New Zealand-born musical recording artist signed under the music label Dawn Raid Entertainment. The term for a company that produces and distributes music is a'record label'. Therefore, the correct answer is 'label'. <|end|>"," The correct term for a company that produces and distributes music is a'record label'. In the context provided, Aaradhna is signed under the music label Dawn Raid Entertainment, which is a record label based in New Zealand. The term 'island' is not related to the music industry, and 'album' and'record' are related to music but do not describe the company that produces and distributes music. Therefore, the correct answer is 'label'. <|end|>","Aaradhna Jayantilal Patel (born December 20, 1983), better known by her stage name Aaradhna, is a New Zealand-born musical recording artist signed under the music label Dawn Raid Entertainment. She made her musical debut in 2004 featuring on the single ""Getting Stronger"" with the group Adeaze which peaked at number one on the official New Zealand Singles Chart. `` Down Time '' is the debut solo single by New Zealand R&B singer , Aaradhna . It entered the New Zealand Singles Chart at number 4 on 23 January 2006 , and peaked at number 3 . Dawn Raid Entertainment is a record label based in Papatoetoe, South Auckland, in New Zealand. It has signed many New Zealand Hip-hop and R&B artists such as Savage, Adeaze, Aaradhna, The Deceptikonz, Devolo and Ill Semantics.
The founders of Dawn Raid Entertainment announced the closure of the recording label on 19 April 2007 due to liquidation. Adeaze are a New Zealand R&B/Soul duo comprising brothers Nainz and Viiz Tupai. The group's debut album, ""Always and for Real"", was released in 2004 and topped the album chart in New Zealand. New Zealand is an island nation in the southwestern Pacific Ocean. The country geographically comprises two main landmassesthat of the North Island, or Te Ika-a-Mui, and the South Island, or Te Waipounamuand numerous smaller islands. New Zealand is situated some east of Australia across the Tasman Sea and roughly south of the Pacific island areas of New Caledonia, Fiji, and Tonga. Because of its remoteness, it was one of the last lands to be settled by humans. During its long period of isolation, New Zealand developed a distinct biodiversity of animal, fungal and plant life. The country's varied topography and its sharp mountain peaks, such as the Southern Alps, owe much to the tectonic uplift of land and volcanic eruptions. New Zealand's capital city is Wellington, while its most populous city is Auckland."
52,What was the occupation of Gerald L. K. Smith?,politician,forgery," The context states that Gerald Lyman Kenneth Smith was an American clergyman and far-right political organizer who became a leader of the Share Our Wealth movement during the Great Depression and later of the Christian Nationalist Crusade. He founded the America First Party in 1944, for which he was a presidential candidate in the election that year. Therefore, the most appropriate answer is 'politician'. <|end|>"," The correct answer is 'politician'. Gerald Lyman Kenneth Smith was an American clergyman and far-right political organizer who became a leader of the Share Our Wealth movement during the Great Depression and later of the Christian Nationalist Crusade. He founded the America First Party in 1944, for which he was a presidential candidate in the election that year. <|end|>","Share The Wealth was a movement begun in February 1934, during the Great Depression, by Huey Long, a governor and later United States Senator from Louisiana. Huey Long first proposed the plan in a national radio address, which is now referred to as the ""Share Our Wealth Speech"". Huey Pierce Long, Jr. (August 30, 1893  September 10, 1935), known as Huey Long and self-nicknamed The Kingfish, was an American politician who served as the 40th governor of Louisiana from 1928 to 1932 and as a member of the United States Senate from 1932 until his death from assassination in 1935. A Democrat, he was an outspoken populist who denounced the wealthy and the banks and called for a ""Share Our Wealth"" program. As the political boss of the state, he commanded wide networks of supporters and was willing to take forceful action. He established the long-term political prominence of the Long family. A Christian (or ) is a person who follows or adheres to Christianity, an Abrahamic, monotheistic religion based on the life and teachings of Jesus Christ. ""Christian"" derives from the Koine Greek word ""Christós"" (), a translation of the Biblical Hebrew term ""mashiach"". The Protocols of the Elders of Zion or The Protocols of the Meetings of the Learned Elders of Zion is an antisemitic fabricated text purporting to describe a Jewish plan for global domination. The forgery was first published in Russia in 1903, translated into multiple languages, and disseminated internationally in the early part of the 20th century. According to the claims made by some of its publishers, the ""Protocols"" are the minutes of a late 19th-century meeting where Jewish leaders discussed their goal of global Jewish hegemony by subverting the morals of Gentiles, and by controlling the press and the world's economies. Gerald Lyman Kenneth Smith ( February 27 , 1898 -- April 15 , 1976 ) was an American clergyman and far - right political organizer , who became a leader of the Share Our Wealth movement during the Great Depression and later of the Christian Nationalist Crusade . He founded the America First Party in 1944 , for which he was a presidential candidate in the election that year . Christian Nationalist Crusade was an American antisemitic organization which operated from St. Louis, Missouri. Its founder was Gerald L. K. Smith. It sold and distributed, ""inter alia"", ""The International Jew"", and subscribed to the antisemitic views embodied in ""The Protocols of the Elders of Zion"" which it also published. The International Jew is a four volume set of booklets or pamphlets published and distributed in the early 1920s by Henry Ford, an American industrialist and automobile manufacturer."
53,What was the country of citizenship for Herbert Rogge?,west germany,germany," The context states that Herbert Rogge is a former West German handball player who competed in the 1972 Summer Olympics. The term ""West German"" refers to the Federal Republic of Germany or FRG, which existed from 1949 to 1990. This was a period of division in Germany, with West Germany being NATO-aligned and East Germany being Warsaw Pact-aligned. The term ""West German"" indicates that Herbert Rogge was a citizen of West Germany. Therefore, the most reasonable answer is 'west germany'.
         <|end|>"," The context provided states that Herbert Rogge is a former West German handball player who competed in the 1972 Summer Olympics. The term ""West German"" refers to the Federal Republic of Germany or FRG, which existed from 1949 to 1990. This was a period of division in Germany, with West Germany being NATO-aligned and East Germany being Warsaw Pact-aligned. The term ""West German"" indicates that Herbert Rogge was a citizen of West Germany. Therefore, the correct answer is 'west germany'. <|end|>","Herbert Rogge ( born November 7 , 1947 ) is a former West German handball player who competed in the 1972 Summer Olympics . In 1972 he was part of the West German team which finished sixth in the Olympic tournament . He played five matches and scored five goals . Munich (also in British English ) is the capital and largest city of the German state of Bavaria, on the banks of River Isar north of the Bavarian Alps. Munich is the third largest city in Germany, after Berlin and Hamburg, and the 12th biggest city of the European Union, with a population of above 1.5 million. The Munich Metropolitan Region is home to 5.8 million people. The 1972 Summer Olympics (German: ""Olympische Sommerspiele 1972""), officially known as the Games of the XX Olympiad, was an international multi-sport event held in Munich, West Germany, from August 26 to September 11, 1972. International mostly means something (a company, language, or organization) involving more than a single country. The term international as a word means involvement of, interaction between or encompassing more than one nation, or generally beyond national boundaries. For example, international law, which is applied by more than one country and usually everywhere on Earth, and international language which is a language spoken by residents of more than one country. West Germany is the common English name for the Federal Republic of Germany or FRG (or ""RFA"") in the period between its creation on 23 May 1949 to German reunification on 3 October 1990. During this Cold War era, NATO-aligned West Germany and Warsaw Pact-aligned East Germany were divided by the Inner German border. After 1961 West Berlin was physically separated from East Berlin as well as from East Germany by the Berlin Wall. This situation ended when East Germany was dissolved and its five states joined the ten states of the Federal Republic of Germany along with the reunified city-state of Berlin. With the reunification of West and East Germany, the Federal Republic of Germany, enlarged now to sixteen states, became known simply as ""Germany"". This period is also referred to as the Bonn Republic (""Bonner Republik"") by historians, alluding to the interwar Weimar Republic and the post-reunification Berlin Republic."
54,Which platform is Lightspeed associated with?,dos,microsoft windows," The context mentions that Lightspeed is a video game developed and released by MicroProse in 1990. It also states that Master of Orion, another game by MicroProse, was released on the MS-DOS and Mac OS operating systems. Given that Lightspeed is a video game and the context does not mention any other platforms, the most reasonable answer is'microsoft windows'. <|end|>"," The context provided does not mention the platform for Lightspeed. However, it does mention that Master of Orion, another game by MicroProse, was released on the MS-DOS and Mac OS operating systems. Since Lightspeed is a video game developed by MicroProse, it is reasonable to assume that it was also released on similar platforms. Among the options provided,'microsoft windows' is the most likely platform for Lightspeed, as it is a successor to MS-DOS and is commonly used for video games. <|end|>","Master of Orion (""MoO"" or ""MOO"") is a turn-based, 4X science fiction computer strategy game released in 1993 by MicroProse on the MS-DOS and Mac OS operating systems. The game is the first in its franchise, and the rights are now held by Wargaming.net. The player leads one of ten races to dominate the galaxy through a combination of diplomacy and conquest while developing technology, exploring and colonizing star systems. Lightspeed is a video game developed and released by MicroProse in 1990 . It features a space flight simulator game and action game elements with an emphasis on strategy and exploration . The box describes the title as an `` Interstellar Action and Adventure '' game . The game features space exploration , trade , combat and diplomacy in the same vein as 4X s such as Master of Orion . Lightspeed , unlike the popular series of turn - based strategy games , plays out in real - time . A sequel , entitled Hyperspeed , was released by MicroProse in 1991 . It was nearly identical to Lightspeed , except that it included two additional star clusters for veterans of the first game . A video game publisher is a company that publishes video games that they have either developed internally or have had developed by a video game developer. As with book publishers or publishers of DVD movies, video game publishers are responsible for their product's manufacturing and marketing, including market research and all aspects of advertising. MS-DOS (; acronym for ""Microsoft Disk Operating System"") is a discontinued operating system for x86-based personal computers mostly developed by Microsoft. It was the most commonly used member of the DOS family of operating systems, and was the main operating system for IBM PC compatible personal computers during the 1980s and the early 1990s, when it was gradually superseded by operating systems offering a graphical user interface (GUI), in various generations of the graphical Microsoft Windows operating system by Microsoft Corporation. MicroProse was an American video game publisher and developer founded by ""Wild"" Bill Stealey and Sid Meier in 1982 as MicroProse Software Inc. It developed and published numerous games, many of which are regarded as groundbreaking, classics and cult titles, including starting the ""Civilization"" and ""X-COM"" series. Most of their internally developed titles were vehicle simulation and strategy games."
55,What was the occupation of Kwong Siu-hing?,entrepreneur,major," The context states that Kwong Siu-hing is the matriarch of the Kwok family, ranked third richest in Hong Kong. She controls Sun Hung Kai Properties, the largest property developer in Hong Kong. She is the wife of the late Kwok Tak-Seng, the founder of the company, and the mother of Walter, Thomas, and Raymond. On 27 May 2008, Kwong replaced her son Walter when he was ousted as chairman of the company, and stepped down from the position in late 2011. Kwong effectively controls about 41.53% of SHK Properties' shares through a trust fund, so she is the largest shareholder of the company.

Based on this information, the most appropriate occupation for Kwong Siu-hing is 'entrepreneur'. <|end|>"," Based on the context provided, Kwong Siu-hing's occupation is that of an entrepreneur. She is the matriarch of the Kwok family, ranked third richest in Hong Kong, and controls Sun Hung Kai Properties, the largest property developer in Hong Kong. She effectively controls about 41.53% of SHK Properties' shares through a trust fund, making her the largest shareholder of the company. <|end|>","Kwok Tak-Seng (1911  October 1990) was a Chinese entrepreneur and the founder of Sun Hung Kai Properties, the largest property developer in Hong Kong. Hong Kong, officially the Hong Kong Special Administrative Region of the People's Republic of China, is an autonomous territory on the Pearl River Delta of East Asia. Macau lies across the delta to the west, and the Chinese province of Guangdong borders the territory to the north. With a total land area of and a population of over 7.3 million of various nationalities, it ranks as the world's fourth most densely populated sovereign state or territory. Kwong Siu Hing ( born 1929 in Huadu , Guangzhou , Guangdong ) , is the matriarch of the Kwok family , ranked third richest in Hong Kong . She controls Sun Hung Kai Properties , the largest property developer in Hong Kong . She is the wife of the late Kwok Tak - Seng , the founder of the company , and the mother of Walter , Thomas and Raymond . On 27 May 2008 , Kwong replaced her son Walter when he was ousted as chairman of the company , and stepped down from the position in late 2011 . Kwong effectively controls about 41.53 % of SHK Properties ' shares through a trust fund , so she is the largest shareholder of the company . Guangdong (Simplified ) is a province on the South China Sea coast of the People's Republic of China. Formerly romanised as Canton or Kwangtung, Guangdong surpassed Henan and Sichuan to become the most populous province in China in January 2005, registering 79.1 million permanent residents and 31 million migrants who lived in the province for at least six months of the year; the total population was 104,303,132 in the 2010 census, accounting for 7.79 percent of Mainland China's population. The provincial capital Guangzhou and economic hub Shenzhen are among the most populous and important cities in China. The population increase since the census has been modest, the province at 2014 end had 107,240,000 people. Guangzhou , traditionally romanised as Canton, is the capital and largest city of the Province of Guangdong in southeastern China. Located on the Pearl River about north-northwest of Hong Kong and north of Macau, Guangzhou was a major terminus of the maritime Silk Road and continues to serve as a major port and transportation hub."
56,What is the ethnic group of Hurao?,chamorro people,spaniards," The context states that ""The indigenous inhabitants are the Chamorro people."" and ""Hurao was a Chamorro chief on the island of Guam who led the resistance against Spanish colonization efforts during the 17th century."" Therefore, the ethnic group of Hurao is 'chamorro people'. <|end|>"," Based on the context provided, the ethnic group of Hurao is 'chamorro people'. The context states that ""The indigenous inhabitants are the Chamorro people"" and ""Hurao was a Chamorro chief on the island of Guam who led the resistance against Spanish colonization efforts during the 17th century."" Therefore, the correct option is 'chamorro people'. <|end|>","Guam (or ; Chamorro: ; formally the Territory of Guam) is an unincorporated and organized territory of the United States. Located in the western Pacific Ocean, Guam is one of five American territories with an established civilian government. The capital city is Hagåtña, and the most populous city is Dededo. In 2015, 161,785 people resided on Guam. Guamanians are American citizens by birth. Guam has an area of and a population density of 297/km² (770/sq mi). It is the largest and southernmost of the Mariana Islands, and the largest island in Micronesia. Among its municipalities, Mongmong-Toto-Maite has the highest density at 1,425/km² (3,691/sq mi), whereas Inarajan and Umatac have the lowest density at 47/km² (119/sq mi). The highest point is Mount Lamlam at above sea level. The Pacific Ocean is the largest of the Earth's oceanic divisions. It extends from the Arctic Ocean in the north to the Southern Ocean (or, depending on definition, to Antarctica) in the south and is bounded by Asia and Australia in the west and the Americas in the east. The islands were named after Queen Mariana by Spaniards, who first arrived in the early 16th century and who eventually annexed and colonized the archipelago. The indigenous inhabitants are the Chamorro people. Archaeologists in 2013 reported findings which indicated the people who first settled the Marianas arrived there after making what was at that time the longest uninterrupted ocean voyage in human history. They further reported findings which suggested that Tinian is likely to have been the first island in Oceania to have been settled by humans. Hurao was a Chamorro chief on the island of Guam who led the resistance against Spanish colonization efforts during the 17th century . The chief 's name means `` emotion , caring , attention , heed '' . Hurao may be best remembered for his 1671 speech to Chamorro warriors opposing the Spanish presence on Guam . He organized a 40 - day siege of the Spanish Mission in Agana that was finally broken by Spanish soldiers . Hurao was captured , but released by Father San Vitores . According to Russell 's account of Father San Vitores ' death , however , Hurao was in fact an accomplice to Matapang 's 1672 murder of the priest . Hurao was a member of the Matao / Chamorri , the highest caste in Chamorro society and held the title maga'lahi ."
57,What is the occupation of Seigi Choujin?,toei animation,history," The context mentions that Toei Animation has created a number of TV series and movies and adapted Japanese comics as animated series, many popular worldwide. Hayao Miyazaki, Isao Takahata, Leiji Matsumoto and Yoichi Kotabe have worked with the company. Toei is a shareholder in the Japanese anime satellite television network Animax with other anime studios and production companies. The company is headquartered in the Ohizumi Studio in Nerima, Tokyo.

Given this information, the occupation of Seigi Choujin, a character from the anime series Kinnikuman, would be related to Toei Animation, which is involved in the production of anime series and movies. Therefore, the correct answer is 'toei animation'. <|end|>"," The occupation of Seigi Choujin, a character from the anime series Kinnikuman, is related to the anime industry. Based on the context provided, Seigi Choujin is a character in an anime series produced by Toei Animation. Therefore, the correct answer is 'toei animation'. <|end|>","The earliest commercial Japanese animation dates to 1917, and production of anime works in Japan has since continued to increase steadily. The characteristic anime art style emerged in the 1960s with the works of Osamu Tezuka and spread internationally in the late twentieth century, developing a large domestic and international audience. Anime is distributed theatrically, by television broadcasts, directly to home media, and over the Internet. It is classified into numerous genres targeting diverse broad and niche audiences. The term ""manga"" (kanji: ; hiragana: ; katakana:  or ) in Japan is a word used to refer to both comics and cartooning. ""Manga"" as a term used outside Japan refers to comics originally published in Japan. History.
The studio was founded in 1948 as . In 1956, Toei purchased the studio and it was reincorporated under its current name. It has created a number of TV series and movies and adapted Japanese comics as animated series, many popular worldwide. Hayao Miyazaki, Isao Takahata, Leiji Matsumoto and Yoichi Kotabe have worked with the company. Toei is a shareholder in the Japanese anime satellite television network Animax with other anime studios and production companies, such as Sunrise, TMS Entertainment and Nihon Ad Systems Inc. The company is headquartered in the Ohizumi Studio in Nerima, Tokyo. The manga was originally published in Shueisha's ""Weekly Shnen Jump"" from 1979 to 1987, and was first adapted by Toei Animation into a 137-episode anime series broadcast on Nippon Television from 1983 to 1986. It restarted publication in 2011, and has spawned spin-off manga and anime series, video games, anime films, and several ""Kinnikuman""-related merchandise. Great Riot ! Seigi Choujin (  !  ,  Abare ! Seigi Choujin ) is a 1984 Japanese animated film . It is the second theatrical film based on the anime series Kinnikuman . It was released in Japan on December 22 , 1984 alongside Dr. Slump and Arale - chan : The Secret Treasure of Nanaba Castle and Uchuu Keiji Shaider : Follow the Shigishigi Kidnapping Gang ! . It is set after the Seven Akuma Choujin Arc . It was the first movie to feature the character Buffaloman and was the first of only two films to feature the Announcer ( the other being Crisis in New York ! ) . It is the first anime appearance of Bibinba , who appears as Kinnikuman 's fiancee in the original manga ."
58,Which political party was Ian MacLaren a member of?,progressive conservative party of canada,progressive conservative party of canada," The context states that Ian MacLaren was a Member of Parliament for the federal riding of York East, elected as a Progressive Conservative in the Robert Stanfield-led resurgence of 1972. Therefore, the correct answer is 'progressive conservative party of canada'. <|end|>"," The context clearly states that Ian MacLaren was a Member of Parliament for the federal riding of York East, elected as a Progressive Conservative in the Robert Stanfield-led resurgence of 1972. Therefore, the correct answer is 'progressive conservative party of canada'. <|end|>","Ian MacLachlan Arrol ( February 20 , 1924 -- June 16 , 2000 ) was Member of Parliament for the federal riding of York East , elected as a Progressive Conservative in the Robert Stanfield - led resurgence of 1972 . He was defeated in the Liberal sweep of 1974 . Robert Lorne Stanfield, PC, QC (April 11, 1914  December 16, 2003) was the 17th Premier of Nova Scotia and leader of the federal Progressive Conservative Party of Canada. He was born into an affluent Nova Scotia clothing manufacturing and political family in 1914. He graduated from Dalhousie University and Harvard Law School in the 1930s. Stanfield became the leader of the Nova Scotia Progressive Conservative Party in 1948, and after a rebuilding period, led the party to government in 1956. As premier, he won three straight elections. His government was credited with modernizing the way the province delivered education and medical services. In 1967, he resigned as premier and became the leader of the federal Progressive Conservative Party. He was the leader of the ""Her Majesty's Loyal Opposition"" and fought three general elections, losing each time to the Liberals under Pierre Trudeau. He resigned as leader in 1976 and from public office in 1979. In retirement, he lived mostly in Ottawa, and died there in 2003 from complications due to pneumonia. He is sometimes referred to as ""the best prime minister Canada never had"". As one of Canada's most distinguished and respected statesmen, he was one of several people granted the style ""The Right Honourable"" who were not so entitled by virtue of an office held. The Right Honourable (The Rt Hon. or Rt Hon.) is an honorific style traditionally applied to certain persons and to certain collective bodies in the United Kingdom, Canada, Australia, New Zealand, some other Commonwealth realms, the Anglophone Caribbean, Mauritius and occasionally elsewhere. 
""Right"" in this context is an adverb meaning ""to a great extent or degree"". It is used only for living people. The Progressive Conservative Party of Canada (PC) was a federal political party in Canada with a centre-right stance on economic issues and, after the 1970s, a centrist stance on social issues. The Conservative Party of Canada, colloquially known as the Tories, is a political party in Canada. It is positioned on the right of the Canadian political spectrum. The party's leader from 2004 to 2015 was Stephen Harper, who served as Prime Minister from 2006 to 2015."
